NU_INSCRICAO;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;NU_NOTA_REDACAO;
210051095878;412.5;375;518.8;573.8;740;
210053435732;0;0;0;0;0;
210051369704;515.1;412.2;481.4;403.1;480;
210053082509;442.1;504.5;481.4;484.2;880;
210051122253;486.8;440.8;451.1;375.6;520;
210053570315;567.3;618.2;582.7;462.9;760;
210052980622;0;0;0;0;0;
210053454306;381.7;423.3;423.3;467.7;440;
210052105760;514.7;580.4;564.2;656.4;720;
210051631495;366.8;409.8;361.1;419;460;
210052053537;485.6;584.6;506;449.3;480;
210051984020;527.8;568.5;529.1;565.6;900;
210053586808;524.4;567;534.4;604.2;580;
210054248969;400.5;355.6;334.3;549.3;600;
210054294691;569.3;634.2;543.1;565;740;
210053510977;399;338.2;399.8;466.2;540;
210053818236;720.6;697.3;630.5;789.8;940;
210052364455;451.9;568.6;500.2;610.6;740;
210053440776;416.3;411.3;377.5;429.2;560;
210053795989;418.7;391;467.3;398.6;600;
210053012586;509.6;509;507.1;598;720;
210053767048;661.1;640.1;631.9;808.6;780;
210051817880;541;558;410;498.4;560;
210054011528;429.6;565.1;534.9;554;960;
210051678229;384.4;403.7;384.2;398.7;400;
210051720307;581.5;662.2;582.4;682.1;660;
210052604218;408.7;460.8;468.5;499.4;540;
210053785741;397.1;390.4;365;390.4;580;
210051718363;442.7;482.3;503.6;500.1;560;
210054308761;0;0;0;0;0;
210053436833;490.5;453.5;408.5;516.2;340;
210054441967;506.3;368.2;442.7;575.4;600;
210052206321;407.1;477;374.8;399.4;440;
210052295988;377.1;516.8;429.2;426.3;500;
210052618561;0;0;0;0;0;
210052264909;0;0;0;0;0;
210052547348;473.1;555.9;530.9;585.3;560;
210053880844;528.9;614.2;568.7;605.4;880;
210053113836;509.4;446.7;515.3;427.7;880;
210052554263;467.5;443.7;476.1;515.3;500;
210051772091;392;566.6;512.4;643.2;780;
210054228407;424.9;553;498.4;405;600;
210054013765;0;0;0;0;0;
210054016615;0;0;0;0;0;
210053572800;348.4;434.4;427.3;454;620;
210051601776;423.3;529.7;433.7;483.6;620;
210051015434;592.4;650.9;570.9;728.4;880;
210054338690;392.3;373;370.7;487.7;480;
210052206536;481.9;488.9;506.4;405.1;560;
210052953236;488.1;370;505.6;406;660;
210053124196;382.9;526.9;384.2;416;660;
210053375670;360;462.4;407.7;426.4;520;
210053171358;554;465.9;526.9;525.6;660;
210054017389;0;0;0;0;0;
210052794559;361.2;383.9;319.3;391;420;
210051406866;472;607.6;516.7;495.7;520;
210052402369;410.5;519.2;525.3;448.7;800;
210051384442;498.3;591.3;575.4;491.3;660;
210054324934;0;407.2;495.9;0;800;
210054002338;491.3;562.7;526.7;571.7;920;
210054442005;0;0;0;0;0;
210053095987;425.2;0;446.9;453;660;
210054258481;482.8;448.9;535.5;599.9;740;
210054444200;714.4;724.3;694.6;832.7;940;
210054427395;464.7;354.2;434.1;422.3;440;
210053720136;477.3;620.7;569.1;610.3;620;
210052974624;582.7;588.3;547;509.6;660;
210052216411;620;707.5;606.4;725.7;940;
210052306226;499.2;618.4;465.1;497.6;860;
210051609754;0;0;0;0;0;
210053584837;394.9;399;526.8;502.4;680;
210054441278;535.3;414.3;455.9;431.8;620;
210052425789;483.9;386.6;521.8;546.3;600;
210053311649;513.6;532.5;557.8;425.5;600;
210054031052;537.8;665.2;567.7;599.5;580;
210051300403;0;0;0;0;0;
210054313177;0;0;0;0;0;
210052362714;381.1;564.9;423.8;521.4;480;
210051768961;386.4;395.4;474.7;554.4;560;
210052693547;464.5;455.1;420.5;556.5;500;
210054016523;0;577.3;522.2;0;0;
210051824110;0;0;0;0;0;
210054257546;545.6;558.2;564.4;433.5;680;
210054223950;0;0;0;0;0;
210054434016;487.2;534.5;510.6;419.2;640;
210051825040;413.2;416.6;358.2;545.6;440;
210053831988;0;0;0;0;0;
210052201256;521;591.6;586.3;485;680;
210051088427;453.8;497.7;531.9;551.4;620;
210054426569;0;0;0;0;0;
210053586514;574.1;567.4;570.5;550.9;720;
210054168411;515.9;428.4;374.6;595.6;600;
210052081395;440.3;528.5;515.4;438.3;780;
210052539541;430.5;455.2;464;478.5;0;
210053409107;482.5;536.5;523.7;609.9;780;
210054447237;411.7;464.4;514.7;520.3;680;
210052217730;0;414.9;445.1;0;0;
210051336990;444.8;389.5;441;521.7;460;
210054431028;411.7;518.6;403.6;386.6;480;
210054448549;444.9;395.2;452.2;440.2;680;
210053798772;434.9;450;499.2;457.8;720;
210051797195;437.7;502.3;533.4;449.8;620;
210054178391;346.1;368.8;339.2;423.8;0;
210052511764;543.7;610.7;537.6;609.7;640;
210052001928;425.3;482.2;471.7;440.7;880;
210051515358;512.4;421.8;454;436.8;800;
210054228649;443.3;592;493.9;477.8;920;
210051508020;0;520.1;512.7;0;380;
210053576160;448.2;548.4;413.3;635.1;660;
210053847538;478.9;552.8;522.1;529.3;620;
210052701269;0;0;0;0;0;
210053819954;0;0;0;0;0;
210052136900;364.8;396.1;367.2;555.3;360;
210053807334;404.2;539.2;479.5;580.1;760;
210053180896;347.6;503.1;511.1;445.8;360;
210051084779;488.9;427.6;447.4;462.4;640;
210052719618;723.9;719.4;634.9;836.6;840;
210051308505;597;529.9;515.7;421.2;840;
210054089258;0;0;0;0;0;
210054288316;0;449.9;447.4;0;560;
210052835361;530.1;572;502.1;486.5;920;
210052653650;400.2;487.9;526.4;454.4;560;
210052986080;418.8;399.3;507.6;438.8;540;
210053347648;467;526.1;520.7;372.7;480;
210052719095;513.2;583.8;587.1;496.1;740;
210054006311;440.8;466.8;470.4;460.1;500;
210051139432;397.9;488.6;452.6;554;540;
210054132215;0;0;0;0;0;
210051562711;628.9;660;562.7;702.1;900;
210054160202;575.7;589.1;521.9;588.3;900;
210051913725;542.2;624.7;553.7;530;840;
210052410665;556.3;569.2;565;644.8;860;
210053584567;578.5;658.2;605.9;645.2;880;
210054424229;546.3;514.5;445.7;481.7;560;
210051950590;520.4;627.5;610.3;660.1;800;
210052739584;0;0;0;0;0;
210054100587;544.3;524.1;556.1;519.8;620;
210053842095;483.9;365.7;431.2;514.8;760;
210051773087;693.4;634.7;589.8;820.5;860;
210051919063;383.5;373.9;370.5;400.4;460;
210052012678;0;0;0;0;0;
210052931115;501.9;370.5;475.6;400;700;
210053068709;454.1;535.3;375.9;392.9;560;
210053069225;641.3;686;619.6;745.9;960;
210051469394;423.2;364.9;346.5;508.5;600;
210051937346;606.9;629;603.9;590.9;700;
210051847655;364.8;368.9;435.8;393.9;620;
210052616113;0;0;0;0;0;
210051884515;580.7;624.8;494.5;714.3;940;
210053586391;0;0;0;0;0;
210053564148;547;527.3;514;566;720;
210051402854;444.2;509.5;436.8;518.3;820;
210053580997;0;460.7;498.9;0;880;
210051242804;422.5;480.9;484.5;399.9;640;
210051452109;413.8;433.6;503.4;411.5;660;
210051989288;379.6;471.8;488.6;460.7;600;
210051511681;460;561.2;523.8;440.2;820;
210053725788;400.8;392.5;480.7;583.5;660;
210054207470;534.7;535.2;531.9;631.8;800;
210054192031;586.3;581.4;567.8;646;840;
210054448507;436.7;587.7;502.5;536.8;520;
210054016682;520.6;483.6;535.2;485.5;580;
210053429983;362;403.8;362.7;385.3;640;
210052061923;461.4;509.7;497.6;608.6;900;
210053002539;0;0;0;0;0;
210053003975;556.3;642.4;638;576.2;940;
210052141477;0;0;0;0;0;
210052143649;0;0;0;0;0;
210052547769;0;0;0;0;0;
210051237621;461;525.3;445.6;573.1;580;
210054014675;442.6;398;421.1;480.4;560;
210051342139;568.5;593.3;574.9;735.4;760;
210054015616;411.2;418.3;373.8;598.9;540;
210052313397;389.2;448.7;358.2;428.1;360;
210054012279;411.2;433.4;476.4;486.9;500;
210051124005;0;0;0;0;0;
210052302592;501.5;487.3;475.1;588;520;
210051586224;586.6;563.3;507.4;513.1;700;
210053585019;431.4;457.8;588.5;567.3;780;
210053564124;425.2;631.7;535.5;666.9;920;
210053570136;506.2;576.2;480.9;532.9;640;
210051213779;604;628;541.7;457.4;680;
210054016444;419.5;579.7;488.7;397;700;
210051198679;404;538.2;481.3;673.3;560;
210052150505;608.7;649.1;639.8;694.9;420;
210054433587;468.3;429.2;424.7;480.3;640;
210051135831;413.7;492.2;481.7;497.3;680;
210052931848;432.2;534.1;453.1;374.5;600;
210053368634;431;583.4;564.2;510.7;740;
210053651399;537.5;572.8;565.1;701.5;860;
210053453189;0;0;0;0;0;
210051049674;579.2;652.6;650.5;663;880;
210054017357;502.3;508.8;533.9;637.6;720;
210052544911;474.5;491.9;488.6;472.9;660;
210053324626;586;694.2;533.2;717.3;900;
210052795273;503.2;598.2;534.6;472.7;620;
210053428733;485.4;580.7;506.6;627.8;660;
210051239452;578.3;672.1;621.9;708.1;940;
210051718021;0;0;0;0;0;
210054442592;607.5;641.1;580.7;673.7;640;
210053166820;0;0;0;0;0;
210052075020;0;0;0;0;0;
210052928264;609.1;709.7;535.6;733.8;860;
210053790916;685;681.5;640.7;901.8;920;
210054223749;0;0;0;0;0;
210052003639;626.4;628.8;546.9;692.5;820;
210051989021;470.8;495.6;506.7;603.8;800;
210052083557;385.1;458.7;396.7;453;620;
210051190824;529.1;528.7;394.4;459.4;580;
210051657688;444.9;439.4;418.8;419.5;0;
210052348176;480.6;430.9;386.9;381.4;360;
210052508710;0;0;0;0;0;
210053421109;533.7;348.6;451.7;426.4;720;
210053583141;481.5;476.4;508.2;507.2;520;
210053396653;468.3;451.7;498.1;460.1;740;
210052661959;411.2;460.2;513.6;566;840;
210051541673;530.9;599.9;518.6;625.4;640;
210053382330;479.9;522.9;488.7;450.1;700;
210052694970;687.6;752.9;683.1;826.2;900;
210054235145;0;399.8;366.7;0;380;
210051501592;431.9;504.6;460.6;416.6;540;
210053583762;0;477.2;406.7;0;380;
210051528958;508.6;542.9;498.6;434;540;
210054209208;600.2;696.2;682.4;705.5;880;
210051677132;0;0;0;0;0;
210052511915;523.7;572.4;545;478.2;640;
210052217403;412.2;480.3;486.7;479;720;
210052329405;523;601.9;574.3;622.2;760;
210051688203;631.6;607.6;582.1;776.2;940;
210051941359;503.1;469.8;395.6;587.9;540;
210051913957;510.2;532.4;487.9;437;900;
210051792512;454.1;342.4;498.8;414.7;580;
210053569434;386.1;392;454.3;501;560;
210053399750;512.6;460.8;486.3;531.2;800;
210051248016;402.5;426.7;470.8;483.7;320;
210051108667;504.7;614.1;588.1;495.3;700;
210051257746;584.5;625.7;554.8;472.7;740;
210053567154;393.6;580.4;439.8;430.8;720;
210052059302;441.5;474.8;389.3;459.4;660;
210052182232;378.4;483.4;533.4;529;600;
210052344609;0;0;0;0;0;
210053274541;0;0;0;0;0;
210052309754;517.3;593.4;484.5;700.9;940;
210053149877;416.9;432.8;471.8;591.7;580;
210051228867;459.2;554.9;524.6;499.3;820;
210052950935;471.6;520.1;495.1;481.9;700;
210054225719;538.1;566;446.8;436.8;660;
210053808816;663.1;695.8;636.5;712.2;880;
210053271899;0;0;0;0;0;
210054346496;432.8;353.1;443.3;455.1;640;
210053142339;0;0;0;0;0;
210052801983;408.3;597.6;567.9;472.9;900;
210052164431;471.9;489.2;441;417.9;520;
210052391027;0;0;0;0;0;
210054453967;0;0;0;0;0;
210053101263;0;0;0;0;0;
210054012205;401.7;561;558.1;662.7;880;
210054234546;451.7;594.3;473.1;536.8;460;
210051900228;0;0;0;0;0;
210054309806;587.1;616.7;614.9;557.3;720;
210052367275;461.5;397.9;392.7;498.4;600;
210052814711;391.3;397.3;324.3;401.5;540;
210051808568;585.2;644.4;539.9;549.3;920;
210054238160;665.4;719.1;658.2;759.2;940;
210053044404;643.1;684.6;588.3;762.9;880;
210051337588;648.4;701.5;639;761.2;920;
210051798887;456.5;358.7;419.8;455.3;720;
210053573541;396.7;349.9;379.7;436.3;520;
210051963145;454.9;527.7;480.5;382.4;820;
210052701420;500.4;580.4;592.8;556.8;700;
210051553989;435.9;528.6;504.2;477.1;880;
210051597503;394;460.4;464;370.8;460;
210051829464;408.1;450.2;506.2;472.7;620;
210053057429;438.1;533.2;501.5;546.1;600;
210051246769;434.9;454.7;445.6;516.5;680;
210051498320;359.6;409.7;501.9;506.8;640;
210051824391;453.2;576.3;574.4;531.8;780;
210051174793;467.5;371.9;381.6;482.5;560;
210054215590;641.7;679.8;590.6;763.3;860;
210052541857;540;635.5;504.6;670.9;800;
210053263637;595.8;614.9;567.3;681.1;880;
210053370133;379.8;537.5;459.6;452.2;840;
210054289564;449.2;566;463.1;471.3;840;
210053392196;550.1;619.6;569.1;622.5;720;
210054425347;455.9;554.1;543.2;461.8;780;
210054302730;384.2;464.4;440.3;491.9;600;
210052145967;525.7;464.9;513.8;493.4;600;
210052555923;0;0;0;0;0;
210053826866;404.6;438.5;480.7;576.7;360;
210052015427;0;0;0;0;0;
210054266901;579.3;552;439.7;474.4;580;
210051758111;384.5;429;476;406;540;
210051798848;470.3;511;557.2;464.7;680;
210052975726;366.3;558;514.6;633.4;580;
210052916703;420.7;589;548.6;472.3;760;
210052937446;0;418.6;475.5;0;700;
210052835080;388.3;513.5;412.7;451;780;
210053438539;438.9;483;483.9;483.5;320;
210051557962;0;0;0;0;0;
210053322348;583.8;621.2;577.8;682.9;720;
210051999479;390.9;582.4;540;523.8;600;
210054284137;370.8;483.4;389;417.7;520;
210051413977;576.8;639.9;585.7;616.4;860;
210052405545;0;0;0;0;0;
210053875611;459.6;511.6;480.4;460.6;520;
210054012281;455.3;483.5;399.7;374.5;480;
210053832528;435.6;511.2;525.1;452.2;520;
210052785924;479.9;670.7;594;556.5;640;
210053840875;404.1;424.6;489.4;499.5;740;
210054014885;406.4;484.6;507.7;628.1;860;
210051608694;520.3;667.2;600.3;526;840;
210052808014;0;443.2;469.1;0;740;
210054184260;529;533.1;562.8;520.3;620;
210052370117;562;552.8;482.9;394.7;600;
210051467616;547.1;654.9;536.5;663.5;920;
210052777014;0;0;0;0;0;
210051038196;454.4;351.4;416.6;572.1;460;
210053582554;0;0;0;0;0;
210053840071;0;0;0;0;0;
210052034147;403.8;413.9;371.6;447.3;520;
210051850841;442.5;527.8;547;480.2;860;
210053125911;420.8;477.9;493.1;428.3;580;
210052266282;558.3;636;605.9;677.8;920;
210054432808;576.5;650.8;574.7;674.9;740;
210052567438;410.6;426.3;438.6;449.3;640;
210053851777;357.4;464.6;539.3;487.4;900;
210052682418;0;0;0;0;0;
210052256183;408.7;461.6;395.7;496.1;660;
210053820749;0;0;0;0;0;
210052737604;0;439.6;527.7;0;580;
210051826923;489.4;546.9;455.4;584.7;720;
210053133894;428.7;448;524.5;479.2;620;
210051528003;359.2;480.4;403;424.9;420;
210051307503;521;435.8;497.7;542.4;620;
210052299832;535.2;514.2;519.7;479.6;460;
210054017438;428.3;441.1;388.5;375;540;
210051268823;457.6;383.7;452;453.9;480;
210051790294;402.4;412.3;406;412.2;520;
210052053368;413.4;499.6;428.4;422;620;
210052250062;414.1;548.4;508.4;514.5;660;
210051485039;0;0;0;0;0;
210054231942;464.7;512.3;498.8;603;920;
210054269560;478.4;451.1;393.4;461.4;500;
210053143922;396.2;557.4;516.9;572.8;600;
210054287850;530.7;505.4;404.2;565.2;720;
210054444892;529.8;582.9;608.4;762.3;860;
210053580820;0;0;0;0;0;
210054434416;518;582.6;568.5;524.2;600;
210051860159;416.5;443.4;506.9;456.9;500;
210053568233;461.5;422.7;449.9;500.2;640;
210051293361;664.5;686.9;634.9;777.4;940;
210053384911;497.4;568.4;539.7;555;580;
210051138030;691.8;707.2;600.6;696.4;880;
210053664790;602.4;649;527.2;627.1;480;
210053352693;412.9;484.4;512.6;512.1;600;
210053583947;521.8;460.7;583.2;642.2;600;
210051743951;0;0;0;0;0;
210051626627;359.2;487.3;473.9;398.2;380;
210052412075;474.3;454.9;498.5;526;560;
210053416617;492;562.6;592.1;403.7;840;
210052463062;415.7;522.4;407.3;488.2;560;
210051595852;514.9;573.1;567.8;598.2;780;
210052720022;362;406.4;487.4;417.7;600;
210053581874;512.9;498.8;427.6;449.9;720;
210053434304;0;0;0;0;0;
210053390237;550.5;564.3;502.4;638.6;800;
210051371218;456.1;438;505.6;419.9;500;
210053284572;403.2;358;511.1;626.6;880;
210051323781;0;0;0;0;0;
210054300640;472.2;518.1;496.1;539.4;720;
210051560966;420.6;558.1;476.6;628;860;
210052761718;439.5;406.5;438.7;439.3;600;
210054444820;612.4;626.8;362.8;736.6;680;
210054260115;572.8;633;610.8;707.2;880;
210052071370;442.5;402.7;401.8;399.3;500;
210052053559;0;0;0;0;0;
210054448141;602.4;610.9;640.7;574.2;660;
210053568862;521.5;435.2;403.9;590.6;760;
210052791282;0;0;0;0;0;
210053578328;415;366.5;424.7;556.4;720;
210052980434;409.7;494;492.6;414.8;560;
210054015905;0;0;0;0;0;
210053151873;0;0;0;0;0;
210053293195;0;0;0;0;0;
210054239942;612.6;404.3;436.9;697.5;880;
210053585384;702.4;736.2;671.1;804.8;960;
210054162099;497.9;706.7;630.6;696.5;820;
210052209054;0;0;0;0;0;
210054448914;407.5;479;576.4;487.6;580;
210054432001;0;0;0;0;0;
210053586048;468.2;416;465.3;439.4;780;
210054222652;534.2;601.3;498.4;719.5;760;
210053582531;557.1;613.8;576.7;489.3;460;
210051346674;0;0;0;0;0;
210054005574;628.8;730.8;704;687.1;840;
210054228101;486.6;510.5;492.6;498.5;560;
210053997686;442.5;550.8;520.4;642.8;860;
210052291869;581.3;574.3;554.8;529.7;0;
210052402737;364.4;351.1;404.1;406.2;440;
210051038473;0;0;0;0;0;
210052642685;558.8;581.6;558.5;540.2;940;
210051206121;417.3;540.3;478.6;539.7;560;
210054447762;397;481.2;542.9;586;820;
210051922344;398.1;485.4;497.9;465;580;
210052286496;440.5;442.8;483.1;522.5;540;
210052980891;556.2;558.2;577.4;485.9;900;
210052805697;551.6;618.3;604.4;417.8;600;
210053071869;385.5;510.4;463.3;407;660;
210052440810;0;0;0;0;0;
210053583621;0;0;0;0;0;
210052078183;380;409.8;373.6;544.8;880;
210052380602;416;578.5;553.3;400;760;
210054013905;363.3;437.1;438.3;437.2;520;
210053037275;572;562.7;560.4;608.7;880;
210052472614;438.1;557;470.4;574.7;580;
210052844296;633.6;699.9;708.2;640.3;960;
210054032808;0;0;0;0;0;
210052938468;468.7;558.2;447.5;403.9;340;
210052949985;660.5;644.7;611.5;727.6;920;
210052873358;497.8;552.6;516.1;486.4;540;
210054434793;486.2;571.8;523.7;729.1;700;
210054013866;382.5;357.6;363.8;415.2;440;
210052202739;0;0;0;0;0;
210054009862;480.8;442;478.4;507.6;860;
210053396366;663.4;695;639.6;777.9;920;
210051874291;739.7;733.8;634.4;752;940;
210051162555;441;517.1;358;463;480;
210051868285;0;0;0;0;0;
210051968376;0;0;0;0;0;
210052394614;438.9;537.6;529.9;492.5;640;
210054257655;423.5;420.3;472.5;400.2;540;
210053113968;587.8;658.9;563.9;755.7;820;
210053811568;659.2;649;626.2;788.9;860;
210053586943;0;0;0;0;0;
210051097896;519.6;594.5;548.6;472.6;660;
210052251818;460.9;544.1;519.3;517.5;700;
210051844765;0;0;0;0;0;
210053586574;402.1;422.6;401.3;436.9;360;
210051968996;0;427.4;321.5;0;480;
210053815282;450.2;606.9;544.5;415;880;
210053803722;554.6;578.9;519.2;496.4;940;
210054444253;541.3;592.1;540.2;638.7;800;
210052607681;0;421.7;371.1;0;800;
210052411457;524.5;507.4;460.5;418.7;620;
210052553426;537.4;620.7;553.2;608.2;820;
210052560763;486.2;469.7;451.5;521.3;680;
210053761700;476;487.1;479.8;403.1;420;
210051524531;527.7;599.1;613.4;438.8;640;
210053843996;0;0;0;0;0;
210054017162;375;604.2;559.2;463.7;640;
210052478367;392.9;428.9;432.6;538.5;680;
210052797785;453.7;526.4;448.1;505.2;640;
210053804767;0;0;0;0;0;
210054040724;528.9;351.6;606.7;496.9;600;
210054017265;536.7;524.9;430.2;362;580;
210052621545;0;0;0;0;0;
210051788868;399;520.3;449.4;410.2;520;
210051686276;641.9;688.9;588.2;711.9;900;
210053356955;526.8;351;500.4;639.2;840;
210051626821;605.4;577.5;607.9;692.5;620;
210052501594;536.4;656;569.8;537;540;
210053115754;391.9;569.6;462.2;421.2;680;
210052157885;360.6;401.5;367;442.7;560;
210054195857;592.4;614.8;604.5;634.4;920;
210052287787;500.3;596.3;608.6;643.2;920;
210051880191;0;447.1;478.9;0;340;
210051590362;464.9;571.2;538.8;471;780;
210052493310;508.7;475.9;469.7;562.4;660;
210051767704;544.7;604.2;530.6;560.6;940;
210053796224;606.9;625.8;617;622;700;
210054448431;434.7;361.6;396;516.1;400;
210051722515;0;0;0;0;0;
210051326654;0;570;405.2;0;320;
210052989310;361.7;401.7;408.9;434.8;500;
210052598090;446.6;524.2;516.9;434.9;660;
210052913284;0;0;0;0;0;
210052329923;502.5;481.2;517.4;511.4;720;
210051280689;559.1;552.8;588;631.9;880;
210053902638;409.7;389.3;342.2;397.4;520;
210054441215;425.8;646.3;590.4;562.6;620;
210051601739;468.1;555.9;538.1;640;920;
210052487290;484.5;583.3;557.8;469.5;700;
210054448359;0;0;0;0;0;
210052224340;0;0;0;0;0;
210054001410;435.2;410;343.3;480.1;480;
210052774441;0;0;0;0;0;
210053711054;0;0;0;0;0;
210054290773;0;0;0;0;0;
210054015806;481.8;442.5;503.2;535.8;600;
210051609403;0;0;0;0;0;
210052204625;464.7;523.3;545.8;420.1;520;
210051026780;403.2;403.7;466.9;391.3;560;
210052888969;385.4;508.3;460.6;625.4;700;
210053857018;457;434;477.3;371.6;520;
210052755427;525.4;562.2;447.9;560.1;600;
210052864226;390.3;499.2;462.8;411.8;560;
210051569362;619.4;635.7;657.5;630.1;680;
210053157268;501.9;557.1;550;585.3;880;
210052365947;601.3;585.7;598;596.9;860;
210051940714;0;0;0;0;0;
210054043303;642.2;631.4;618.5;503.8;360;
210053334481;437.2;633.5;584.2;482.5;700;
210053200545;433.7;485.1;461.1;454.1;440;
210053871352;0;0;0;0;0;
210051505196;0;0;0;0;0;
210054288147;442.6;466.1;477.7;438.2;920;
210053329111;0;0;0;0;0;
210052102401;499;492.9;552.4;428.6;700;
210051918803;465.7;425.9;452.9;476.4;0;
210052780222;452.5;518.2;431.9;382.7;560;
210053372160;432.9;579.4;525.8;485.6;900;
210053039893;719.6;776.2;648.6;764.4;940;
210051426000;428.1;418.6;405.7;499.3;580;
210051205217;433.9;445.3;458;398.5;520;
210054326705;525.7;660.7;606;684.5;840;
210051765975;464.4;361.1;523.9;518.3;740;
210053196939;0;0;0;0;0;
210051431575;412.1;504.9;435.6;420.3;460;
210053198683;0;0;0;0;0;
210053848756;477.6;471.3;488.3;373.9;560;
210054175783;401;430.9;533.2;465.4;360;
210054295987;462.1;483.8;417.2;447.3;660;
210053365706;616.5;408.2;510.9;695.7;880;
210052054029;747;776.2;681.1;892.2;960;
210052182566;520.7;699.1;659.1;690.3;920;
210053081503;427.2;452;411.3;613.2;400;
210053589264;453.5;540.9;490.3;545.2;520;
210053992587;533.8;582.8;512.6;525.2;760;
210054000339;0;0;0;0;0;
210051854497;0;0;0;0;0;
210051109967;0;0;0;0;0;
210052494268;0;0;0;0;0;
210054001401;604;643.5;572.7;717.4;940;
210054132061;0;0;0;0;0;
210053995401;462.4;484.6;389.4;420.5;0;
210053879986;568;639.8;619.8;497.7;780;
210054014840;419.6;368.5;482.1;430.7;600;
210051207053;0;0;0;0;0;
210051287115;522.5;620.7;564.5;580.9;880;
210054288841;439.7;510.6;368.9;395.7;680;
210051714256;478.8;391.1;442.4;562.2;500;
210053968932;511;629.8;657.9;491.3;640;
210051813200;406.5;357.3;346.6;384.5;620;
210051174313;418;380.9;487.1;585.3;680;
210052830251;0;0;0;0;0;
210051978021;0;0;0;0;0;
210051406132;508.5;496.1;405.9;418.4;680;
210052861493;509.7;422.5;508.2;459.8;640;
210053255236;0;0;0;0;0;
210053420512;551.1;563.5;554.8;584.3;640;
210051986281;453.5;561.3;583.3;539;800;
210051970830;0;0;0;0;0;
210052424282;0;0;0;0;0;
210051314802;443;592.1;599.9;678.8;580;
210053447309;519.1;627.8;589.9;622.2;580;
210051299716;0;400.8;454.7;0;0;
210051749594;504;528.6;538.3;527.3;700;
210054106695;0;0;0;0;0;
210053856382;0;0;0;0;0;
210051908048;424.6;551.2;526.5;414.6;680;
210053581961;479.3;548.6;511.8;639.2;840;
210053367283;452.7;461.1;410.7;465;640;
210054017360;500.8;498.8;482.4;551.5;800;
210052211832;546.4;579.2;583;577.6;880;
210053814195;0;0;0;0;0;
210053853776;503.2;578.9;554.3;499.2;500;
210052898654;0;0;0;0;0;
210051295098;518.1;529.2;527.5;504;860;
210052356921;361;491.5;565.6;403.6;700;
210051457007;0;0;0;0;0;
210052264296;0;0;0;0;0;
210051394263;0;0;0;0;0;
210051802016;447;496.5;486.1;430.6;580;
210053302900;536.5;599;593;702.1;940;
210051859755;470;533.4;477.4;469.5;800;
210052846034;445;574.8;539.8;618.6;560;
210052507737;428.1;457.9;431.5;519.2;580;
210051064780;567.2;478;527.7;537;660;
210052012258;512.1;503.4;443;464.6;700;
210051042435;391.6;425.7;463.2;600.1;860;
210051073062;0;465.1;365.8;0;520;
210051706976;442.7;396.1;373.9;438.2;580;
210051203861;375.1;541.4;479.4;386.4;480;
210052290120;0;0;0;0;0;
210052596103;581.8;558.9;529.7;639.7;560;
210051074374;508.9;488.8;497.9;490.1;580;
210051610248;501;426.1;570.3;434.9;640;
210053385001;0;478.1;382.2;0;540;
210052238968;554.4;530.7;534.2;474.7;900;
210053586174;519.5;631.3;603.8;626.4;740;
210051793964;0;0;0;0;0;
210051566009;487.6;495.8;567.4;554.4;940;
210054424585;412.3;524.4;437.7;442.1;580;
210052418934;588.6;554.5;547.2;603.7;840;
210053127494;461;658.4;575.4;437.9;600;
210052581788;422.9;410.5;519.6;501.5;600;
210054016975;478.9;533;515.6;638.1;760;
210051791392;0;0;0;0;0;
210054041767;422.8;429.2;436.1;402.1;520;
210052378898;0;0;0;0;0;
210051830871;468.5;476.9;422.1;462;540;
210053821977;457.1;585.1;513.5;479.1;540;
210053398341;414.8;442.8;482.1;430.7;680;
210051815641;416.9;476.4;378.3;464.8;580;
210053806729;0;0;0;0;0;
210051941344;405.4;540.4;538.2;464.1;720;
210052884834;0;621.3;516.6;0;540;
210053112786;498.7;575.5;547.9;450.3;840;
210051747141;378.5;460.5;518.3;371.6;500;
210051614907;399.1;498.6;488.3;422.4;640;
210051654709;488.2;390.6;346.4;396.7;440;
210054446398;450.5;430.7;386.6;439;560;
210053760259;0;0;0;0;0;
210052189850;565;550.7;537.9;439.6;740;
210054120785;477.9;385;410.9;432.6;580;
210051654056;429.5;526.3;438.7;471.1;480;
210052994147;0;0;0;0;0;
210053377822;626.7;620.7;574.4;718.7;900;
210053393978;0;0;0;0;0;
210052316447;430.2;510.2;470.4;596.9;660;
210051791306;491;655.9;504.2;578.2;740;
210051572140;0;372.4;327;0;460;
210052535749;492.7;612.7;574.9;721.3;820;
210053359860;446.5;385.6;425.2;530.9;500;
210052798586;550.4;559.4;534.2;615.6;780;
210053914241;440.1;566.3;531.2;481.7;620;
210053906828;580.6;618.1;535.7;617.5;600;
210051750270;680.2;718.7;650.6;823.9;960;
210052101021;434;438.3;464.7;498.3;620;
210051038750;0;0;0;0;0;
210052519644;656.7;678.5;598.1;794.9;940;
210053594337;452.9;506;466.6;481.3;440;
210051016081;0;0;0;0;0;
210054441980;585.1;611.4;540.9;731.4;780;
210052356225;459.7;506.1;506.2;484.2;960;
210051077137;504.8;509.5;487.1;577;580;
210054436904;0;345.3;302.7;0;0;
210053801967;0;0;0;0;0;
210052154244;634.6;642.2;580.1;790.8;940;
210052631713;0;551.6;558.1;0;620;
210053075305;505.5;471;415;461.7;580;
