NU_INSCRICAO;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;NU_NOTA_REDACAO;
210051804173;544.1;558.9;459.7;645.6;840;
210053029250;581.5;466.1;549.6;412.3;500;
210052835838;422.5;607.9;564.9;696.3;900;
210051143279;384.1;414.2;506.4;607.4;640;
210052974545;689.4;695;633.3;744.5;900;
210054157073;401.2;465.6;501.8;419.1;600;
210051237471;522.1;620.8;491.8;631.9;660;
210052718844;407.5;509.3;449.7;426;580;
210051578733;667.6;742;723.9;764.8;920;
210051805255;492;418.6;395.1;381.8;600;
210052652829;423;460.5;531.8;543.1;540;
210051709239;585.4;601.9;585.1;681.7;720;
210051719813;521.5;393.4;538.9;467.4;660;
210052042789;565.4;552.3;518.1;566;580;
210051926193;456.7;519.5;464;458.8;620;
210052516149;522.8;576.7;549.3;678.1;840;
210053670364;0;0;0;0;0;
210051912457;422.8;457.8;430.1;612.5;520;
210054430150;0;0;0;0;0;
210052056434;675.3;785.3;689.9;767.5;900;
210053577314;383;409;359.9;411.1;460;
210053347663;461.6;469.2;473.4;419.7;360;
210051195969;517.6;594.1;570.4;585.4;740;
210051196445;576;581.3;560.8;622.4;900;
210052322861;0;0;0;0;0;
210054284205;415.4;500.7;440.1;591.5;720;
210051920250;443.8;488.2;525;564.9;520;
210051828419;574.3;627.7;586.3;594.7;740;
210051483797;406.7;562.6;555;672.1;900;
210053580141;0;0;0;0;0;
210052046817;525.8;606.1;567.5;526.3;420;
210053585661;495.4;484.7;472.7;478.8;580;
210053155704;394;392.4;422;533.8;420;
210053997663;705.8;703.4;617.8;834.2;940;
210053584861;0;0;0;0;0;
210051340523;483;512.7;445;463.4;360;
210052721742;411.5;373.5;391.5;482.4;600;
210053828651;643.1;723.6;538.2;780.3;860;
210053071882;498.1;593.2;569.8;682.7;940;
210052971599;475.7;446.4;549.4;654.4;520;
210054224168;602.2;695.3;651.8;748;920;
210054098252;0;0;0;0;0;
210054182723;688.3;748.8;687.5;812.3;980;
210054444579;0;0;0;0;0;
210053256305;612.2;680.1;672.7;646.6;820;
210053373500;0;0;0;0;0;
210051221624;419.3;397.7;390.9;502.7;620;
210053026497;0;0;0;0;0;
210054445816;421.9;551;536.2;596.9;700;
210051836594;472;442.4;404.4;426.5;460;
210053321029;0;0;0;0;0;
210054133137;423.9;389.8;357;548.8;0;
210052260716;360.3;394.6;465.9;441.4;640;
210054431922;0;0;0;0;0;
210053852480;0;0;0;0;0;
210053028842;434.8;369.5;574;441.3;720;
210053992874;581.8;661.6;659.5;738;860;
210051361073;524.8;603.5;522.1;519.5;500;
210051162459;400;561.3;445.6;534.3;620;
210053039847;477.2;542.5;480.5;491.5;920;
210052451835;460.9;559.6;455.9;493.4;880;
210053043204;481.9;563.3;534.5;473.9;680;
210051454290;0;0;0;0;0;
210053997999;0;0;0;0;0;
210052836028;457.9;412.3;457.5;464.8;600;
210053356909;416;510.3;496.4;566.5;520;
210053083105;642.9;624.4;571;741.3;960;
210054442917;503.7;553.9;412.4;509.1;660;
210053684858;523.9;572.5;492.6;413.7;660;
210052855681;389.1;425.8;469.7;382;580;
210051236411;404.4;417.3;470;447.6;640;
210054238217;500.8;642.3;608.2;646.6;520;
210052564510;408.4;507;467;455.9;620;
210051274077;0;0;0;0;0;
210052897751;499.1;535.8;408.5;510.2;880;
210051126174;481.3;478.4;496.8;545.5;720;
210054242213;480.3;604.3;567.8;615.6;600;
210051477684;500.9;393.2;401.9;460.1;680;
210053858391;661.1;629.2;557;747.5;960;
210052904807;0;0;0;0;0;
210051937003;412.3;551.3;480.6;511.9;600;
210052897619;0;0;0;0;0;
210053309173;0;0;0;0;0;
210051955463;385.4;539.2;514.3;544.9;760;
210051190622;410.6;458;481.6;412;660;
210051614327;409.3;398.8;398.8;383;320;
210054014567;484.4;384.4;410.8;451.9;620;
210051339512;0;536.4;508.7;0;320;
210052751184;485.5;608;520.6;431.9;0;
210053833038;650.6;633.6;573.4;681.1;880;
210053372545;601.7;724.7;630.8;706.7;740;
210053870900;744.1;718.9;664.5;835.2;960;
210053771653;399.1;584.4;484;528.5;600;
210054223893;653;590.8;578.6;621.7;940;
210053610166;0;0;0;0;0;
210052139044;425;405.9;396.7;444.8;540;
210052453455;633.7;608.7;567.5;523.1;800;
210054243203;463.1;467.8;534.3;515.3;600;
210053356744;0;0;0;0;0;
210054000525;465.5;413;412.6;445.2;480;
210051615381;505.9;588.6;521.9;582.4;800;
210053586113;423.7;399.9;415.5;473.6;560;
210051236024;427;520.3;463.4;390.1;860;
210054016147;393.2;579;524.9;552.6;640;
210052544447;543.5;531.8;518;453.6;780;
210051064672;434.8;617.8;528.4;465.7;620;
210052070956;630.6;732;658.8;724.6;840;
210054008995;512.8;426.6;416.6;423;620;
210051759195;430.7;480.8;502.2;536.4;480;
210052710578;416;452.2;416.4;458.8;460;
210054039200;0;0;0;0;0;
210052000938;0;0;0;0;0;
210051887915;486.7;458;455.8;646.3;480;
210051469591;544.4;649.1;636;701;840;
210052095459;0;603.7;514.2;0;840;
210052496485;0;0;0;0;0;
210051134196;505;512.7;416.5;471.7;580;
210052225230;0;0;0;0;0;
210053997851;564.4;645.4;487.9;709.5;860;
210053577259;459;450;495.1;473.1;660;
210053575748;397.1;541.3;515.9;505.2;840;
210052004332;663;649;621.3;663;860;
210053580848;652.2;645;566.1;697;760;
210052654293;594.4;634.8;587.8;639.1;720;
210051061838;673.6;729.5;675.4;902.7;920;
210051248484;486;368.9;339.3;385.8;400;
210052114136;478.4;461.7;401.9;506.9;540;
210052970271;559.8;513.1;382.7;493.5;380;
210053721260;605.7;648.1;572.8;696.5;940;
210054248481;0;0;0;0;0;
210052281070;0;0;0;0;0;
210052478955;406.5;450;537.2;626.8;760;
210054234194;678.9;656.3;641.3;694.7;900;
210052560284;491.9;599.6;586.8;606.9;620;
210052945556;600.9;629.4;560.1;601.4;700;
210051897921;662.4;709.7;638.2;840.9;960;
210053242069;570;586.5;476.1;517.9;440;
210054187956;465.9;440.4;464.3;387.9;640;
210053167709;462.4;345.2;422.8;405.6;600;
210053795516;460.5;530.1;545;688.1;840;
210053839343;466.8;391.4;340.5;481.6;560;
210054423587;0;0;0;0;0;
210051188694;0;0;0;0;0;
210053695502;496.9;512.1;438.4;412.6;560;
210053178603;0;0;0;0;0;
210053452015;0;0;0;0;0;
210051352252;0;464.7;431.3;0;540;
210053587549;382.5;331.9;378.4;411.7;320;
210054208747;563.8;633.7;472.8;609.9;660;
210053584178;526;635.7;541.7;599.7;720;
210051766564;617.8;612.1;602.3;725.1;880;
210051237891;463.9;542.5;479.4;557.8;560;
210051285714;425.5;439.3;544;402.1;760;
210051380490;471.7;404;377.5;416.3;440;
210052641599;557.4;525.5;556.8;467.8;860;
210053065889;489.2;424.1;494;544.6;600;
210051311527;557.3;710.8;629.4;636.3;860;
210051158819;464.1;525.8;541.2;496.6;680;
210051710079;644.7;698.6;616;740.6;940;
210054121178;572.1;623;610.7;698.3;920;
210054258597;0;0;0;0;0;
210052101669;0;0;0;0;0;
210051457819;548.4;522.4;518.1;604.3;880;
210052641940;477.9;609.1;549.8;648.1;760;
210053573254;451.5;522;500.7;453.9;700;
210052265436;0;0;0;0;0;
210052360512;620;603.1;616.8;739.7;880;
210052233731;447.6;473.8;381.8;389.8;360;
210053138245;627.5;584.3;499.4;684;720;
210053302891;479.3;535.9;428.7;648.7;560;
210053276723;601.4;569.2;488.7;710.7;960;
210052448709;575.9;607.4;527.8;547.7;920;
210051168781;569.4;644;545.7;685.7;580;
210054234865;606.9;613.8;556.5;663.4;920;
210053578883;0;0;0;0;0;
210052393354;507.5;479.2;433.1;480.1;680;
210054011373;0;0;0;0;0;
210053856823;594.3;632.2;608.2;594.7;960;
210051340237;445.9;595.9;515.3;427.5;660;
210053013887;0;380.2;502.5;0;600;
210052209751;605.9;568.9;594;564.6;500;
210051630401;504.2;469.1;477.8;396.4;520;
210053447852;377.4;508.9;450.5;612.4;760;
210053284277;0;0;0;0;0;
210052777153;0;0;0;0;0;
210052637815;470.8;385.6;543.4;403.7;720;
210053023418;358.2;443;391.2;406.5;440;
210053247991;448.2;535.3;515;528.8;560;
210051261113;574.6;652.4;591.7;656;860;
210053571119;474.1;412.1;486.3;428.7;700;
210051777682;460.6;547.6;504.9;379.7;620;
210051679759;521;508.2;543.3;658.6;580;
210053994671;513.9;450.9;502;625.3;400;
210054444735;427.1;411.4;410.5;465.1;580;
210054008971;371.1;436;452.8;513.4;780;
210054191442;750.8;768.4;667.6;929.1;960;
210052786802;0;0;0;0;0;
210054428464;399.6;449.4;405.6;514.5;560;
210052231660;492.4;585.7;540;651.5;900;
210054445204;417;486.9;409.8;415.1;420;
210053036835;364;427.6;379.7;429;0;
210051033936;649.1;664.4;552.7;706.4;940;
210052808843;459.5;430.5;471.5;395.2;780;
210054446456;0;0;0;0;0;
210051776355;0;0;0;0;0;
210051386860;558.7;523.3;527.8;564.3;640;
210053857578;435.1;442.7;438.2;550.8;700;
210052053916;565.1;624.6;571.1;636.9;960;
210053369314;477.8;581.2;478.8;470.1;600;
210052479798;633.8;644.9;620;727.1;940;
210051362538;586.5;684.8;632.3;702.9;840;
210053697749;669.6;603.1;532.6;814.4;880;
210053357991;530.1;623.6;479.5;414.8;700;
210052171466;628.5;556.8;578.9;667.3;880;
210053056637;413.1;523.5;516.8;396.7;600;
210053448114;0;0;0;0;0;
210052498653;455.9;524.1;492.3;471.3;560;
210053147931;552.9;514.7;574.2;557;860;
210051365562;502.2;460.7;485.7;518.5;840;
210053637190;408.4;503.1;354.6;369.3;280;
210051907404;599.3;617.4;541;627.9;800;
210052319215;566.9;664.3;648;704.9;940;
210054283673;498.8;356.7;344.6;429.2;560;
210054424231;438.7;502.5;496.9;468.7;420;
210053477084;569.2;639.3;644.3;529;480;
210053840854;0;0;0;0;0;
210052738304;501.4;575.8;526.1;499.2;580;
210052735699;447.3;364.8;439.4;492.7;0;
210054438280;600.9;579.4;556.5;571.8;920;
210052327319;531.9;615.5;632.4;560.1;560;
210052042503;503.2;616.2;547.4;565.1;780;
210052531147;647.6;691.1;724.7;525.5;920;
210053685120;443.5;382.8;371.7;444.4;560;
210051797383;597.7;601.3;621.9;725.7;940;
210051201596;0;0;0;0;0;
210051359464;500.1;523.2;534;466.7;620;
210053819028;421.9;468.8;467.6;481.5;740;
210053813928;516.7;578.9;568.2;593.6;940;
210054042521;509.3;649.8;626.9;618.4;820;
210052410681;534;618.2;599.2;752.5;900;
210052247653;0;0;0;0;0;
210051909864;546;543.6;534.6;666.5;900;
210054009970;484.7;475.2;391.8;521.2;440;
210054423585;481.3;550.8;533.1;427;360;
210051030849;0;0;0;0;0;
210052449712;0;0;0;0;0;
210051866216;492.7;568.5;532.7;496.6;740;
210053666472;644.4;670.4;606.3;799;660;
210053370179;662.5;679.2;582.3;721.7;880;
210053293311;598.3;703.4;606.7;617.3;540;
210054301930;0;0;0;0;0;
210051670969;520.9;347.8;449.4;441.4;540;
210054444515;497.9;482.1;494.1;394.1;540;
210051866906;575.4;634.1;614.1;579.4;920;
210052167717;0;0;0;0;0;
210051507142;0;0;0;0;0;
210051494960;545.8;580;576.9;555.4;700;
210053275642;0;0;0;0;0;
210052513449;624;569.2;524.7;469.1;880;
210052399441;518.4;0;0;470.3;0;
210051645248;429.6;505.2;526.5;486.8;500;
210054260840;573.6;612.2;585.2;674.9;680;
210052287738;554.6;354.5;338.7;397.6;480;
210052406321;392.4;562.6;461.1;575.1;680;
210051955152;0;0;0;0;0;
210053268217;0;0;0;0;0;
210051981723;0;0;0;0;0;
210052155930;586;446.3;434.6;540.9;640;
210051036175;498.8;525.2;465.2;655.5;940;
210052015887;0;644.3;587.2;0;400;
210051489512;402.4;395.7;543.5;419.2;520;
210051485614;436.4;497.3;478.8;369.9;640;
210054106379;480.1;482.5;417.3;505.2;500;
210053765955;618.7;737.3;652.7;681.4;820;
210052339049;0;0;0;0;0;
210052368134;471.3;371.1;458.5;603.6;580;
210054043724;0;0;0;0;0;
210053796993;416.3;562.1;441.4;549;700;
210053193711;572;699.5;656.5;698.4;660;
210052735248;547.3;575;530.6;653.4;880;
210051878966;610.6;673;648.1;699.6;720;
210053056858;660.2;678.3;674.9;769.1;940;
210051083448;630.6;582.5;599.8;702.7;860;
210054005392;0;0;0;0;0;
210052469415;479.6;351.8;463.6;379.5;0;
210054444564;640.1;625.6;601.7;594.9;720;
210054016167;478.1;526.8;480.9;433.2;600;
210054316661;0;0;0;0;0;
210053372420;443.7;444.2;434.1;409;440;
210053169266;0;0;0;0;0;
210054008342;439.1;386.9;501.9;504.3;900;
210052661613;572.6;661.2;609.8;767.5;820;
210051413769;479.3;474.6;473.2;404.8;620;
210052494702;503.3;558.2;538.1;506.3;900;
210051711472;0;0;0;0;0;
210054448337;627.9;547.7;584.7;618;820;
210051731467;0;0;0;0;0;
210052202511;471;521.2;506.7;587;760;
210054061706;545.2;600.1;489.8;553.6;760;
210054009060;442.3;461.6;525.5;526.3;560;
210051759165;495.8;567.8;537.2;593.8;820;
210053334705;490;467.6;507;400.3;780;
210052644263;0;0;0;0;0;
210052601451;0;0;0;0;0;
210054015405;590.2;652.1;561.4;707.4;860;
210053008801;577.2;500.6;490;613.1;660;
210051774468;383.9;500;540.7;659.1;580;
210054435625;490.1;432.1;551.2;609.4;940;
210052553678;0;0;0;0;0;
210052388404;449;546.3;543.5;421.7;620;
210052070929;498.8;563.7;551.3;452.3;520;
210051658541;530.6;602.7;556.2;543.6;640;
210051951957;544.4;650.7;605.4;676.6;840;
210052167995;598.4;607.3;636.4;519.3;580;
210054199902;615.8;600.1;554.6;704.2;780;
210053612239;0;0;0;0;0;
210053909836;0;0;0;0;0;
210051291430;413.6;342.2;444.2;452.9;440;
210053578772;417.1;464.6;394;488.2;620;
210054235103;646.4;656.8;621.1;719.1;960;
210053475370;602.3;561;560.3;622.5;560;
210051595492;562.6;682.1;591;671.3;800;
210052963979;640.5;0;534;670.1;800;
210052758228;527.1;581.6;458.3;617.4;320;
210054440155;514.8;506.4;481.6;630.9;400;
210052463962;0;0;0;0;0;
210054001404;464.5;541.4;461.1;498.7;540;
210053758147;678.8;645.8;629.1;717.4;520;
210052046424;441.9;530.5;430;430.3;300;
210052275280;449.2;495.3;358.9;434.1;640;
210051015397;511.9;573;530.5;418.6;840;
210053586089;443.7;539;538.6;450.9;600;
210054236048;426;436.8;516.8;425.2;580;
210051854792;656.4;742.9;645;778.6;840;
210052093237;0;0;0;0;0;
210052641385;429.8;435.7;330.9;441;160;
210051822753;636.4;697.5;642;654.4;620;
210053586262;0;368.4;553.2;0;620;
210054223456;519.3;631;614.1;677.5;880;
210053853036;570.2;557.8;601.2;560.9;680;
210051266657;475.6;470.5;441.1;563;540;
210052849684;456.1;442.3;425.4;428.4;660;
210053163236;641.6;643.2;639;697.9;780;
210051412988;422.2;498.8;490;645.7;700;
210051970892;424.8;421.9;505.7;501.5;700;
210053408907;534.9;547.2;533;588.5;720;
210054010546;483.8;536.3;480.6;594.1;620;
210051569721;368.5;498.9;448.1;483.7;600;
210052969024;391.1;450.9;504.9;483.9;520;
210053581619;408.2;534.3;383.5;392.5;520;
210054433161;482.6;621.8;517.9;653.9;800;
210054442704;401.5;565.3;560.7;584.4;880;
210053569403;503.8;439.5;527.4;392.8;520;
210054214556;424.7;493.9;394.6;486.4;800;
210052491005;377.9;441.1;389.2;463.9;400;
210052880448;444.3;462.5;449.8;591.3;960;
210052816120;436.3;376.7;404.2;448.6;540;
210053580315;606.9;660.3;595.4;636.2;920;
210053444990;519.9;571.6;552.3;515.3;860;
210051605969;378.7;405.6;438.7;419.9;440;
210051752845;393.7;455.5;474.6;510.8;680;
210053784681;553.1;711.4;636.1;752.5;940;
210053994330;0;0;0;0;0;
210053722730;0;0;0;0;0;
210052479948;467.2;411.3;434.9;494.4;780;
210053800499;414.9;412.6;415.1;542.2;540;
210051857230;599.9;597;573.6;729.2;860;
210052268027;464.8;464.6;465;621.4;600;
210052867716;0;0;0;0;0;
210052016597;390.1;385.5;344;396.5;460;
210051425959;0;391.4;402;0;640;
210052310268;441.1;568.3;500;459.9;860;
210052876924;480.9;534.6;501.8;549.7;560;
210053360603;452.4;541.5;463.7;456.5;660;
210051996196;472.2;395.6;463.9;472.4;420;
210051972016;403.2;402;443.9;491.5;660;
210051685149;549.6;414.9;520.4;406;700;
210051837573;0;0;0;0;0;
210051213121;530.1;526.2;551.2;640.5;620;
210051872821;603.9;676;613;715.6;880;
210052991022;579.5;683.9;610.9;604.5;0;
210053879783;524.2;483.4;479.6;564.1;580;
210051552722;439.2;548.1;411.4;364.2;480;
210051237527;433.6;566.1;471.5;686.1;740;
210051551828;0;663.8;603.1;0;880;
210054192421;530.8;640.6;671.6;749.2;640;
210054047458;599;620.9;554.4;626.2;800;
210053565079;491.1;632;563.9;696.1;920;
210052145488;600.2;563;554.1;616.9;760;
210053585565;0;520.6;519.8;0;560;
210053125737;563.8;586.7;549.5;565.8;520;
210054241814;621.7;677.8;643.4;720.7;940;
210054447706;508.7;466.2;522.4;446.6;600;
210052647544;511.9;582.4;424.7;523.1;460;
210052345198;566.6;407.4;583;582.3;820;
210052806908;419.8;513.2;457;568;720;
210052682511;0;0;0;0;0;
210053381339;569.6;595.7;584;669.7;960;
210052013179;523.2;635;604;539.5;680;
210052076784;0;0;0;0;0;
210052284240;0;0;0;0;0;
210051129651;440.9;394.3;402.3;539.6;440;
210053322078;400.2;527.3;482.4;437.2;700;
210052859247;615.3;598;643.3;650.7;840;
210053367010;600.3;656.5;648.1;794.3;960;
210054225700;395.2;465.3;439.5;460;680;
210053098157;0;0;0;0;0;
210051181546;399.2;494;444.8;445.4;580;
210053587087;388.7;367.5;449.3;468.9;580;
210052277797;586.3;727.8;670.6;685.6;860;
210053005612;521.8;532.7;566.6;601.8;800;
210051492676;454.6;481.2;503.7;484.4;720;
210052891925;371.5;415.1;513.2;480.7;720;
210051339792;0;0;0;0;0;
210054042533;560;587.2;614.3;565.9;700;
210053100420;397.7;455.3;445.1;591.9;620;
210053357666;646.3;670.5;602.4;631.2;940;
210051331972;521.4;571.4;524.8;427.8;880;
210052503624;522.2;513.6;421.6;603.8;440;
210051592460;0;0;0;0;0;
210052045939;600.5;667.3;667.9;708.1;920;
210051020321;0;0;0;0;0;
210052456863;700.2;697.3;622.9;763.1;980;
210052558797;674;704.2;621;817.8;920;
210051150474;581.6;444.9;462;496.5;460;
210052691551;466.3;548.5;460;540.6;320;
210054424608;596.4;608.8;579;675.4;900;
210052419027;0;0;0;0;0;
210054008110;580.9;598.5;573.8;678.9;840;
210053309257;523.5;483.2;356.5;609.3;920;
210053813343;0;0;0;0;0;
210052107650;562.5;450.1;432.9;411.1;440;
210053654866;601.3;607.1;559.3;745.1;640;
210053170387;418.5;511.5;571;531.1;680;
210054438794;488.3;384.4;504.1;374.2;580;
210053801771;488.5;379.4;464.3;592.8;560;
210052908618;454.4;482;465.8;460.1;560;
210051669363;503.9;597.8;559.8;487.5;460;
210054291653;555.7;513.2;546.3;577.3;640;
210053581402;622.7;631.2;514.3;456.9;840;
210051799113;616.6;693.9;616.5;675.7;760;
210054424689;354;439;348.2;485.8;480;
210052533309;611.8;582.4;639.8;742.1;720;
210054448215;456.9;539.2;544.2;401.4;920;
210052352766;435;396.4;414.1;437.5;600;
210052911583;0;0;0;0;0;
210053054216;0;0;0;0;0;
210052711391;0;0;0;0;0;
210052744632;397.7;452.7;504.4;402.4;660;
210053784673;570.3;629.4;518.2;617.3;780;
210053002872;516;576.3;534.2;571.5;640;
210053799595;0;651.7;603.1;0;540;
210054149875;624;678.8;650.2;728.8;880;
210052744202;0;0;0;0;0;
210051473824;520;578.4;504.9;523.3;760;
210053857674;600.2;571.6;507.5;562.2;720;
210053074554;444.8;429.1;380.1;417.7;760;
210053581272;594.8;659.5;612.7;725.2;960;
210053203832;592.6;573.4;491.4;574;360;
210053580856;393.6;461.4;473.5;532.6;720;
210052872267;530.9;621.8;571.2;545.4;700;
210054438763;0;0;0;0;0;
210052059668;419.2;391.3;479.3;400.3;0;
210053880126;433.3;544.3;563;570.9;660;
210051530591;544.1;557.6;525.7;664.4;880;
210052021762;0;0;0;0;0;
210051826481;579.6;616.7;572.2;696.9;900;
210051172000;0;0;0;0;0;
210054200580;413;458.1;467.1;480.9;760;
210051422758;474.2;546.2;447.1;596.6;580;
210054014218;532.9;643.9;625.1;561.9;880;
210052565972;677.6;697.5;599.5;686.6;840;
210054444053;458;455.2;552;478.4;620;
210051058429;508.6;592.7;553.5;672.3;580;
210054011252;0;0;0;0;0;
210053793916;637.2;565.2;544.6;678.4;920;
210052909455;424.8;432.3;421.1;383.6;780;
210052408504;411.2;580.2;520.9;526.2;660;
210051542352;0;0;0;0;0;
210052694204;444.5;436.5;393.7;500.8;560;
210051026277;536.7;524.6;535.4;582.7;800;
210052642017;440.3;509.7;458.6;463.1;500;
210052119627;594.6;628.8;515.5;720.5;760;
210052715653;0;0;0;0;0;
210052526502;526.4;532;544.8;557.2;700;
210052304549;0;0;0;0;0;
210053753038;452.4;621.6;505.7;533.7;580;
210053833491;0;0;0;0;0;
210051404295;582.1;614;564.1;565.6;840;
210053138523;586.6;661.1;613.7;665.7;920;
210053432004;590.6;561.6;511.2;673.9;940;
210052957421;470.6;428.4;529.9;469.6;600;
210052859828;570.4;673.6;622.3;427.4;720;
210054428403;352.8;422.1;438.9;464.8;520;
210051020953;0;0;0;0;0;
210052766162;662.5;715.7;643.5;847.4;900;
210054430933;0;0;0;0;0;
210054239151;550.3;554.8;502.7;558.4;700;
210051470120;439.8;553.5;444.7;411.1;660;
210051127569;554;551.8;607.6;619.3;880;
210054448832;0;0;0;0;0;
210052337735;578.6;676.8;610.2;509.1;0;
210051195005;378.5;433.4;445.5;402.7;700;
210051911175;465.3;451.1;415.3;700.7;920;
210051892129;0;0;0;0;0;
210051660420;0;0;0;0;0;
210053564193;411.8;441;379;431.4;580;
210052898508;395.7;368.2;454.6;422.6;620;
210051713919;613.8;683.3;607.3;553.9;800;
210054014236;441;383.6;424.5;393.9;760;
210053788260;0;376.1;385.7;0;0;
210052295241;401.9;407.6;370.6;636.4;580;
210053580105;458;388.5;460;510.5;460;
210051815449;461;521.2;369.8;525.3;460;
210053269813;0;0;0;0;0;
210053130519;0;0;0;0;0;
210052824261;552.4;631.3;571.5;553.5;900;
210053788640;0;0;0;0;0;
210051305544;365.8;391.8;383.1;422.3;380;
210053757221;0;0;0;0;0;
210051140056;676.1;716.2;595.4;847.5;940;
210052704784;452.9;538.7;483.9;548.8;880;
210051840344;386.1;359;449.6;405;560;
210053731899;435.1;474;472.3;555.3;680;
210051191500;511.4;587.1;528.7;650.7;820;
210052589938;0;0;0;0;0;
210052601763;0;0;0;0;0;
210052945109;514.5;531.1;514.7;508.1;640;
210052498368;0;0;0;0;0;
210053400442;0;0;0;0;0;
210054009125;476;426.1;471.3;448.6;680;
210054253516;568.3;639.7;641.1;674.9;780;
210053047226;0;0;0;0;0;
210053848874;458.6;408.4;421;366.1;360;
210051318094;0;0;0;0;0;
210053582329;424.5;400.8;473;374.4;740;
210051111712;0;0;0;0;0;
210053562623;515.7;587.3;537.6;685.7;840;
210054426234;394;465.8;377.6;412.6;620;
210053789620;447;481.6;330.2;428.7;460;
210052012166;477.2;457.5;477.3;462.2;640;
210053841137;464;480;422.7;470.3;800;
210052958181;567;583.7;571.8;626.7;900;
210054447456;356.3;476.9;319.2;426.1;660;
210053553310;0;0;0;0;0;
210051312061;563.9;608.3;552.6;703.8;900;
210054179667;411.6;436.7;426.4;441.2;480;
210054424025;639.6;625.4;589.8;756.9;920;
210052357721;342.1;391.2;354.8;443.5;0;
210051476888;622.1;671;639.2;691.4;920;
210054439206;0;0;0;0;0;
210054153474;0;0;0;0;0;
210052238601;617.8;663.2;599.5;632.3;680;
210053022465;552.7;467.1;486.8;508.5;760;
210054211896;0;0;0;0;0;
210053808742;0;619.1;598.7;0;600;
210053815138;0;0;0;0;0;
210054252063;0;0;0;0;0;
210053144705;0;0;0;0;0;
210053369450;546;680.6;586;694.7;700;
210053582261;461;385.1;491;399.1;540;
210053257573;0;0;0;0;0;
210052654674;0;0;0;0;0;
210053583338;454.7;435.3;474;439.4;780;
210052403810;610.9;612.3;563.8;434.2;900;
210051357311;528.5;455.7;544.2;417.4;600;
210053823256;0;0;0;0;0;
210052543601;386.3;453.3;544.1;523.7;460;
210053664316;562.6;478.7;515.1;458.4;540;
210052840426;355.9;444.4;466.5;463.6;400;
210051606233;526;514.4;572.1;574.9;0;
210051634473;405.2;0;316;427.1;520;
210051075039;422.1;405;343.4;388.8;520;
210052537637;427.3;350;457.2;544.1;880;
210053729810;500.2;511.5;478.4;597.5;540;
210052488422;347.5;408.3;440.3;446.9;380;
210054246932;439.6;580.7;545.2;528.4;680;
210051547532;694.9;579.3;530.4;762.1;880;
210053353923;491.7;507.1;479.6;373.3;640;
210053999887;612;663.9;598;670.7;960;
210052506332;513;601.5;535.5;440.8;420;
210053814019;360.4;419.9;452.9;483.1;620;
210051500658;664.2;664.4;599.6;771.7;780;
210051805850;561.1;569.7;536.7;632.9;880;
210051942359;382.3;410.6;405.8;493.3;580;
210051725805;417;393.1;340.4;448;380;
210052728906;668.2;682.3;604.5;678.8;600;
210051803692;0;0;0;0;0;
210053161804;471.6;506.9;485.1;537.3;580;
210052962290;424.7;558.8;470.4;489.7;800;
210051033294;468.4;578.4;532;635.2;900;
210053848862;711.7;694.9;577.2;816.9;880;
210052102770;525.3;441.5;537.6;551.7;680;
210051813224;469.5;599.7;616.6;573.4;600;
210052416211;519.8;564.4;501.3;570.4;940;
210054441915;497.8;604.4;568;681.7;860;
210051709107;0;389.5;378.4;0;340;
210053719737;433.2;563.9;459.4;434.6;500;
210054437637;0;0;0;0;0;
210054015095;431.1;443.1;510.6;632.6;900;
210052505081;437.6;408.6;385;463.2;540;
210053707830;570.7;631.8;450.8;618.7;740;
210052040541;445.3;379.1;395.4;405.2;580;
210051144407;0;0;0;0;0;
210053572267;0;0;0;0;0;
210054428915;626.7;675.4;580.1;764.2;920;
210053432024;564.8;534.3;501.1;563.6;960;
210051926446;593.7;646.6;609.3;698.5;860;
210054109060;616.6;538.1;497.7;515.8;800;
210052500951;0;0;0;0;0;
210052246561;593.3;620.4;571.6;803;700;
210051565155;0;338.7;443.4;0;480;
210053486357;460.4;498.8;357.3;488.5;500;
210052122836;463.7;518.3;501.8;548.6;560;
210052332622;416.9;444.1;446.2;464.9;580;
210053014222;488.9;487;510.1;464.3;560;
210051872244;0;0;0;0;0;
210053582501;424.8;512.5;487.8;446;460;
210052770136;518.4;588;473;554.6;840;
210052444679;390.2;462.6;513.5;464.8;720;
210051424736;449;567.3;417.4;591.3;640;
210052740108;558.4;517;448.9;650;700;
210052353200;347.1;492;448.8;479.8;520;
210053804442;422.4;541.4;521;598.5;740;
210051593050;412.8;460.4;478.3;459;640;
210052022252;594.3;643;588.1;779.7;940;
210053785622;430.7;554.7;538.7;519.4;760;
210053906773;372.6;563.9;554.5;408.7;380;
210054443898;512.2;589.6;567.7;406.2;700;
210052401785;464.2;553;516.9;416.9;540;
210054438024;0;0;0;0;0;
210052749096;484.8;441.4;389;414.2;0;
210053751136;590.1;512.2;560;589.4;680;
210051653639;416.1;499;556.4;582.4;880;
210052569999;552.7;558.3;573.3;624.8;620;
210052111344;466.4;493.6;455.1;445.2;520;
210051462805;584.5;569.3;594.3;549.6;820;
210053584963;560;658.7;558.4;700.2;920;
210052479672;624.2;707.6;604.2;726.8;820;
210051847877;0;0;0;0;0;
210051746199;548.9;653.4;594.4;679.3;880;
210052738050;533;608.7;554.6;596.1;440;
210051334891;0;0;0;0;0;
